"State","District","Crop","Year","Season","Area","Area Units","Production","Production Units","Yield"
"Andhra Pradesh","WARANGAL","Sweet potato","2003-04","Whole Year","72.0","Hectare","520.0","Tonnes","7.222222222222222"
"Andhra Pradesh","WEST GODAVARI","Sweet potato","2001-02","Whole Year","13.0","Hectare","173.0","Tonnes","13.307692307692308"
"Andhra Pradesh","WEST GODAVARI","Sweet potato","2002-03","Whole Year","11.0","Hectare","119.0","Tonnes","10.818181818181818"
"Andhra Pradesh","WEST GODAVARI","Sweet potato","2003-04","Whole Year","24.0","Hectare","173.0","Tonnes","7.208333333333333"
"Andhra Pradesh","EAST GODAVARI","Tapioca","2001-02","Whole Year","16781.0","Hectare","140038.0","Tonnes","8.345033073118408"
"Andhra Pradesh","EAST GODAVARI","Tapioca","2002-03","Whole Year","12264.0","Hectare","74651.0","Tonnes","6.087002609262883"
"Andhra Pradesh","EAST GODAVARI","Tapioca","2003-04","Whole Year","18768.0","Hectare","117826.0","Tonnes","6.278026427962489"
"Andhra Pradesh","KRISHNA","Tapioca","2001-02","Whole Year","7.0","Hectare","58.0","Tonnes","8.285714285714286"
"Andhra Pradesh","KRISHNA","Tapioca","2002-03","Whole Year","2.0","Hectare","12.0","Tonnes","6.0"
"Andhra Pradesh","RANGAREDDI","Tapioca","2002-03","Whole Year","9.0","Hectare","0.0","Tonnes","0.0"
"Andhra Pradesh","RANGAREDDI","Tapioca","2003-04","Whole Year","6.0","Hectare","38.0","Tonnes","6.333333333333333"
"Andhra Pradesh","SPSR NELLORE","Tapioca","2001-02","Whole Year","25.0","Hectare","207.0","Tonnes","8.28"
"Andhra Pradesh","SRIKAKULAM","Tapioca","2001-02","Whole Year","252.0","Hectare","2085.0","Tonnes","8.273809523809524"
"Andhra Pradesh","SRIKAKULAM","Tapioca","2002-03","Whole Year","228.0","Hectare","1381.0","Tonnes","6.057017543859649"
"Andhra Pradesh","SRIKAKULAM","Tapioca","2003-04","Whole Year","201.0","Hectare","1262.0","Tonnes","6.278606965174129"
"Andhra Pradesh","VISAKHAPATANAM","Tapioca","2001-02","Whole Year","447.0","Hectare","2467.0","Tonnes","5.519015659955257"
"Andhra Pradesh","VISAKHAPATANAM","Tapioca","2002-03","Whole Year","407.0","Hectare","2050.0","Tonnes","5.036855036855036"
"Andhra Pradesh","VISAKHAPATANAM","Tapioca","2003-04","Whole Year","307.0","Hectare","1927.0","Tonnes","6.276872964169381"
"Andhra Pradesh","VIZIANAGARAM","Tapioca","2001-02","Whole Year","182.0","Hectare","1506.0","Tonnes","8.274725274725276"
"Andhra Pradesh","VIZIANAGARAM","Tapioca","2002-03","Whole Year","226.0","Hectare","1368.0","Tonnes","6.053097345132743"
"Andhra Pradesh","VIZIANAGARAM","Tapioca","2003-04","Whole Year","174.0","Hectare","1092.0","Tonnes","6.275862068965517"
"Andhra Pradesh","WEST GODAVARI","Tapioca","2002-03","Whole Year","2.0","Hectare","12.0","Tonnes","6.0"
"Andhra Pradesh","ADILABAD","Tobacco","2001-02","Whole Year","69.0","Hectare","169.0","Tonnes","2.449275362318841"
"Andhra Pradesh","ADILABAD","Tobacco","2002-03","Whole Year","35.0","Hectare","120.0","Tonnes","3.4285714285714284"
"Andhra Pradesh","ADILABAD","Tobacco","2003-04","Whole Year","39.0","Hectare","84.0","Tonnes","2.1538461538461537"
"Andhra Pradesh","ANANTAPUR","Tobacco","2001-02","Whole Year","111.0","Hectare","111.0","Tonnes","1.0"
"Andhra Pradesh","ANANTAPUR","Tobacco","2002-03","Whole Year","51.0","Hectare","90.0","Tonnes","1.7647058823529411"
"Andhra Pradesh","ANANTAPUR","Tobacco","2003-04","Whole Year","20.0","Hectare","25.0","Tonnes","1.25"
"Andhra Pradesh","CHITTOOR","Tobacco","2001-02","Whole Year","33.0","Hectare","38.0","Tonnes","1.1515151515151516"
"Andhra Pradesh","CHITTOOR","Tobacco","2002-03","Whole Year","66.0","Hectare","107.0","Tonnes","1.621212121212121"
"Andhra Pradesh","CHITTOOR","Tobacco","2003-04","Whole Year","2.0","Hectare","3.0","Tonnes","1.5"
"Andhra Pradesh","EAST GODAVARI","Tobacco","2001-02","Whole Year","9071.0","Hectare","14429.0","Tonnes","1.5906735751295338"
"Andhra Pradesh","EAST GODAVARI","Tobacco","2002-03","Whole Year","4577.0","Hectare","12632.0","Tonnes","2.7598863884640594"
"Andhra Pradesh","EAST GODAVARI","Tobacco","2003-04","Whole Year","6672.0","Hectare","20151.0","Tonnes","3.02023381294964"
"Andhra Pradesh","GUNTUR","Tobacco","2001-02","Whole Year","2857.0","Hectare","4480.0","Tonnes","1.568078403920196"
"Andhra Pradesh","GUNTUR","Tobacco","2002-03","Whole Year","2592.0","Hectare","2803.0","Tonnes","1.0814043209876543"
"Andhra Pradesh","GUNTUR","Tobacco","2003-04","Whole Year","3181.0","Hectare","7965.0","Tonnes","2.5039295818924865"
"Andhra Pradesh","KADAPA","Tobacco","2001-02","Whole Year","81.0","Hectare","82.0","Tonnes","1.0123456790123457"
"Andhra Pradesh","KADAPA","Tobacco","2002-03","Whole Year","174.0","Hectare","170.0","Tonnes","0.9770114942528736"
"Andhra Pradesh","KADAPA","Tobacco","2003-04","Whole Year","389.0","Hectare","489.0","Tonnes","1.25706940874036"
"Andhra Pradesh","KARIMNAGAR","Tobacco","2001-02","Whole Year","985.0","Hectare","2375.0","Tonnes","2.4111675126903553"
"Andhra Pradesh","KARIMNAGAR","Tobacco","2002-03","Whole Year","321.0","Hectare","1081.0","Tonnes","3.367601246105919"
"Andhra Pradesh","KARIMNAGAR","Tobacco","2003-04","Whole Year","278.0","Hectare","503.0","Tonnes","1.8093525179856116"
"Andhra Pradesh","KHAMMAM","Tobacco","2001-02","Whole Year","4781.0","Hectare","14615.0","Tonnes","3.0568918636268565"
"Andhra Pradesh","KHAMMAM","Tobacco","2002-03","Whole Year","3945.0","Hectare","10966.0","Tonnes","2.779721166032953"
"Andhra Pradesh","KHAMMAM","Tobacco","2003-04","Whole Year","4413.0","Hectare","10632.0","Tonnes","2.4092454112848403"
"Andhra Pradesh","KRISHNA","Tobacco","2001-02","Whole Year","3784.0","Hectare","6551.0","Tonnes","1.7312367864693445"
"Andhra Pradesh","KRISHNA","Tobacco","2002-03","Whole Year","3832.0","Hectare","9414.0","Tonnes","2.4566805845511483"
"Andhra Pradesh","KRISHNA","Tobacco","2003-04","Whole Year","4136.0","Hectare","7924.0","Tonnes","1.9158607350096712"
"Andhra Pradesh","KURNOOL","Tobacco","2001-02","Whole Year","13217.0","Hectare","13309.0","Tonnes","1.0069607323901038"
"Andhra Pradesh","KURNOOL","Tobacco","2002-03","Whole Year","7240.0","Hectare","6830.0","Tonnes","0.9433701657458563"
"Andhra Pradesh","KURNOOL","Tobacco","2003-04","Whole Year","13777.0","Hectare","17318.0","Tonnes","1.2570225738549756"
"Andhra Pradesh","MAHBUBNAGAR","Tobacco","2001-02","Whole Year","3431.0","Hectare","2494.0","Tonnes","0.7269017779073157"
"Andhra Pradesh","MAHBUBNAGAR","Tobacco","2002-03","Whole Year","1649.0","Hectare","2459.0","Tonnes","1.4912067919951486"
"Andhra Pradesh","MAHBUBNAGAR","Tobacco","2003-04","Whole Year","3677.0","Hectare","5593.0","Tonnes","1.521076964917052"
"Andhra Pradesh","MEDAK","Tobacco","2002-03","Whole Year","15.0","Hectare","34.0","Tonnes","2.2666666666666666"
"Andhra Pradesh","MEDAK","Tobacco","2003-04","Whole Year","13.0","Hectare","28.0","Tonnes","2.1538461538461537"
"Andhra Pradesh","NALGONDA","Tobacco","2001-02","Whole Year","19.0","Hectare","47.0","Tonnes","2.473684210526316"
"Andhra Pradesh","NALGONDA","Tobacco","2002-03","Whole Year","22.0","Hectare","110.0","Tonnes","5.0"
"Andhra Pradesh","NALGONDA","Tobacco","2003-04","Whole Year","53.0","Hectare","115.0","Tonnes","2.169811320754717"
"Andhra Pradesh","NIZAMABAD","Tobacco","2001-02","Whole Year","492.0","Hectare","930.0","Tonnes","1.8902439024390243"
"Andhra Pradesh","NIZAMABAD","Tobacco","2002-03","Whole Year","366.0","Hectare","1194.0","Tonnes","3.262295081967213"
"Andhra Pradesh","NIZAMABAD","Tobacco","2003-04","Whole Year","393.0","Hectare","849.0","Tonnes","2.1603053435114505"
"Andhra Pradesh","PRAKASAM","Tobacco","2001-02","Whole Year","51549.0","Hectare","57805.0","Tonnes","1.121360259170886"
"Andhra Pradesh","PRAKASAM","Tobacco","2002-03","Whole Year","58544.0","Hectare","64818.0","Tonnes","1.1071672588138837"
"Andhra Pradesh","PRAKASAM","Tobacco","2003-04","Whole Year","58542.0","Hectare","68824.0","Tonnes","1.1756345871340235"
"Andhra Pradesh","SPSR NELLORE","Tobacco","2001-02","Whole Year","10068.0","Hectare","11548.0","Tonnes","1.147000397298371"
"Andhra Pradesh","SPSR NELLORE","Tobacco","2002-03","Whole Year","10313.0","Hectare","11881.0","Tonnes","1.1520411131581498"
"Andhra Pradesh","SPSR NELLORE","Tobacco","2003-04","Whole Year","11122.0","Hectare","16761.0","Tonnes","1.5070131271354072"
"Andhra Pradesh","SRIKAKULAM","Tobacco","2001-02","Whole Year","40.0","Hectare","59.0","Tonnes","1.475"
"Andhra Pradesh","SRIKAKULAM","Tobacco","2002-03","Whole Year","29.0","Hectare","65.0","Tonnes","2.2413793103448274"
"Andhra Pradesh","SRIKAKULAM","Tobacco","2003-04","Whole Year","35.0","Hectare","75.0","Tonnes","2.142857142857143"
"Andhra Pradesh","VISAKHAPATANAM","Tobacco","2001-02","Whole Year","1702.0","Hectare","2598.0","Tonnes","1.526439482961222"
"Andhra Pradesh","VISAKHAPATANAM","Tobacco","2002-03","Whole Year","1293.0","Hectare","3636.0","Tonnes","2.812064965197216"
"Andhra Pradesh","VISAKHAPATANAM","Tobacco","2003-04","Whole Year","1803.0","Hectare","3447.0","Tonnes","1.9118136439267888"
"Andhra Pradesh","VIZIANAGARAM","Tobacco","2001-02","Whole Year","1658.0","Hectare","2694.0","Tonnes","1.6248492159227985"
"Andhra Pradesh","VIZIANAGARAM","Tobacco","2002-03","Whole Year","1577.0","Hectare","3553.0","Tonnes","2.253012048192771"
"Andhra Pradesh","VIZIANAGARAM","Tobacco","2003-04","Whole Year","1782.0","Hectare","3796.0","Tonnes","2.1301907968574634"
"Andhra Pradesh","WARANGAL","Tobacco","2001-02","Whole Year","1122.0","Hectare","2759.0","Tonnes","2.4590017825311943"
"Andhra Pradesh","WARANGAL","Tobacco","2002-03","Whole Year","731.0","Hectare","3840.0","Tonnes","5.253077975376197"
"Andhra Pradesh","WARANGAL","Tobacco","2003-04","Whole Year","840.0","Hectare","995.0","Tonnes","1.1845238095238095"
"Andhra Pradesh","WEST GODAVARI","Tobacco","2001-02","Whole Year","22186.0","Hectare","31477.0","Tonnes","1.4187776075002254"
"Andhra Pradesh","WEST GODAVARI","Tobacco","2002-03","Whole Year","19418.0","Hectare","31870.0","Tonnes","1.6412606859614791"
"Andhra Pradesh","WEST GODAVARI","Tobacco","2003-04","Whole Year","21385.0","Hectare","29953.0","Tonnes","1.4006546644844518"
"Andhra Pradesh","ADILABAD","Turmeric","2001-02","Whole Year","7118.0","Hectare","21076.0","Tonnes","2.960944085417252"
"Andhra Pradesh","ADILABAD","Turmeric","2002-03","Whole Year","6250.0","Hectare","26538.0","Tonnes","4.24608"
"Andhra Pradesh","ADILABAD","Turmeric","2003-04","Whole Year","6394.0","Hectare","24815.0","Tonnes","3.880982170785111"
"Andhra Pradesh","ANANTAPUR","Turmeric","2001-02","Whole Year","8.0","Hectare","40.0","Tonnes","5.0"
"Andhra Pradesh","CHITTOOR","Turmeric","2001-02","Whole Year","69.0","Hectare","341.0","Tonnes","4.942028985507246"
"Andhra Pradesh","CHITTOOR","Turmeric","2002-03","Whole Year","76.0","Hectare","247.0","Tonnes","3.25"
"Andhra Pradesh","CHITTOOR","Turmeric","2003-04","Whole Year","60.0","Hectare","417.0","Tonnes","6.95"
"Andhra Pradesh","EAST GODAVARI","Turmeric","2001-02","Whole Year","239.0","Hectare","1033.0","Tonnes","4.322175732217573"
"Andhra Pradesh","EAST GODAVARI","Turmeric","2002-03","Whole Year","265.0","Hectare","1421.0","Tonnes","5.362264150943396"
"Andhra Pradesh","EAST GODAVARI","Turmeric","2003-04","Whole Year","222.0","Hectare","1370.0","Tonnes","6.171171171171171"
"Andhra Pradesh","GUNTUR","Turmeric","2001-02","Whole Year","4266.0","Hectare","22964.0","Tonnes","5.383028598218472"
"Andhra Pradesh","GUNTUR","Turmeric","2002-03","Whole Year","4625.0","Hectare","29669.0","Tonnes","6.414918918918919"
"Andhra Pradesh","GUNTUR","Turmeric","2003-04","Whole Year","4289.0","Hectare","30649.0","Tonnes","7.145954768011191"
"Andhra Pradesh","KADAPA","Turmeric","2001-02","Whole Year","2470.0","Hectare","12204.0","Tonnes","4.94089068825911"
"Andhra Pradesh","KADAPA","Turmeric","2002-03","Whole Year","3153.0","Hectare","10228.0","Tonnes","3.243894703457025"
"Andhra Pradesh","KADAPA","Turmeric","2003-04","Whole Year","2476.0","Hectare","17221.0","Tonnes","6.955169628432956"
"Andhra Pradesh","KARIMNAGAR","Turmeric","2001-02","Whole Year","13979.0","Hectare","59439.0","Tonnes","4.25202088847557"
"Andhra Pradesh","KARIMNAGAR","Turmeric","2002-03","Whole Year","12350.0","Hectare","73371.0","Tonnes","5.940971659919028"
"Andhra Pradesh","KARIMNAGAR","Turmeric","2003-04","Whole Year","14422.0","Hectare","108670.0","Tonnes","7.53501594785744"
"Andhra Pradesh","KHAMMAM","Turmeric","2001-02","Whole Year","357.0","Hectare","1403.0","Tonnes","3.929971988795518"
"Andhra Pradesh","KHAMMAM","Turmeric","2002-03","Whole Year","144.0","Hectare","731.0","Tonnes","5.076388888888889"
"Andhra Pradesh","KHAMMAM","Turmeric","2003-04","Whole Year","182.0","Hectare","956.0","Tonnes","5.252747252747253"
"Andhra Pradesh","KRISHNA","Turmeric","2001-02","Whole Year","2081.0","Hectare","7976.0","Tonnes","3.8327727054300817"
"Andhra Pradesh","KRISHNA","Turmeric","2002-03","Whole Year","1711.0","Hectare","8141.0","Tonnes","4.758036236119229"
"Andhra Pradesh","KRISHNA","Turmeric","2003-04","Whole Year","1410.0","Hectare","12243.0","Tonnes","8.682978723404256"
"Andhra Pradesh","KURNOOL","Turmeric","2001-02","Whole Year","878.0","Hectare","4338.0","Tonnes","4.9407744874715265"
"Andhra Pradesh","KURNOOL","Turmeric","2002-03","Whole Year","878.0","Hectare","2848.0","Tonnes","3.2437357630979498"
"Andhra Pradesh","KURNOOL","Turmeric","2003-04","Whole Year","691.0","Hectare","4806.0","Tonnes","6.955137481910275"
"Andhra Pradesh","MAHBUBNAGAR","Turmeric","2001-02","Whole Year","106.0","Hectare","417.0","Tonnes","3.9339622641509435"
"Andhra Pradesh","MAHBUBNAGAR","Turmeric","2002-03","Whole Year","68.0","Hectare","345.0","Tonnes","5.073529411764706"
"Andhra Pradesh","MAHBUBNAGAR","Turmeric","2003-04","Whole Year","121.0","Hectare","635.0","Tonnes","5.24793388429752"
"Andhra Pradesh","MEDAK","Turmeric","2001-02","Whole Year","1966.0","Hectare","7729.0","Tonnes","3.931332655137335"
"Andhra Pradesh","MEDAK","Turmeric","2002-03","Whole Year","1377.0","Hectare","6991.0","Tonnes","5.076978939724038"
"Andhra Pradesh","MEDAK","Turmeric","2003-04","Whole Year","1176.0","Hectare","6176.0","Tonnes","5.2517006802721085"
"Andhra Pradesh","NALGONDA","Turmeric","2001-02","Whole Year","86.0","Hectare","338.0","Tonnes","3.9302325581395348"
"Andhra Pradesh","NALGONDA","Turmeric","2002-03","Whole Year","36.0","Hectare","183.0","Tonnes","5.083333333333333"
"Andhra Pradesh","NIZAMABAD","Turmeric","2001-02","Whole Year","10317.0","Hectare","50909.0","Tonnes","4.934477076669575"
"Andhra Pradesh","NIZAMABAD","Turmeric","2002-03","Whole Year","9954.0","Hectare","54787.0","Tonnes","5.5040184850311435"
"Andhra Pradesh","NIZAMABAD","Turmeric","2003-04","Whole Year","9568.0","Hectare","28321.0","Tonnes","2.9599707357859533"
"Andhra Pradesh","PRAKASAM","Turmeric","2001-02","Whole Year","314.0","Hectare","1357.0","Tonnes","4.321656050955414"
"Andhra Pradesh","PRAKASAM","Turmeric","2002-03","Whole Year","183.0","Hectare","981.0","Tonnes","5.360655737704918"
"Andhra Pradesh","PRAKASAM","Turmeric","2003-04","Whole Year","172.0","Hectare","1061.0","Tonnes","6.1686046511627906"
"Andhra Pradesh","RANGAREDDI","Turmeric","2001-02","Whole Year","5449.0","Hectare","21420.0","Tonnes","3.9309965131216735"
"Andhra Pradesh","RANGAREDDI","Turmeric","2002-03","Whole Year","5132.0","Hectare","26055.0","Tonnes","5.0769680436477005"
"Andhra Pradesh","RANGAREDDI","Turmeric","2003-04","Whole Year","5221.0","Hectare","27421.0","Tonnes","5.252058992530166"
"Andhra Pradesh","SPSR NELLORE","Turmeric","2001-02","Whole Year","107.0","Hectare","462.0","Tonnes","4.317757009345795"
"Andhra Pradesh","SPSR NELLORE","Turmeric","2002-03","Whole Year","175.0","Hectare","938.0","Tonnes","5.36"
"Andhra Pradesh","SPSR NELLORE","Turmeric","2003-04","Whole Year","91.0","Hectare","561.0","Tonnes","6.164835164835165"
"Andhra Pradesh","SRIKAKULAM","Turmeric","2001-02","Whole Year","235.0","Hectare","1016.0","Tonnes","4.323404255319149"
"Andhra Pradesh","SRIKAKULAM","Turmeric","2002-03","Whole Year","229.0","Hectare","1228.0","Tonnes","5.362445414847161"
"Andhra Pradesh","SRIKAKULAM","Turmeric","2003-04","Whole Year","246.0","Hectare","1518.0","Tonnes","6.170731707317073"
"Andhra Pradesh","VISAKHAPATANAM","Turmeric","2001-02","Whole Year","1538.0","Hectare","3136.0","Tonnes","2.0390117035110533"
"Andhra Pradesh","VISAKHAPATANAM","Turmeric","2002-03","Whole Year","1551.0","Hectare","4473.0","Tonnes","2.88394584139265"
"Andhra Pradesh","VISAKHAPATANAM","Turmeric","2003-04","Whole Year","2073.0","Hectare","5075.0","Tonnes","2.4481427882296187"
"Andhra Pradesh","VIZIANAGARAM","Turmeric","2001-02","Whole Year","33.0","Hectare","143.0","Tonnes","4.333333333333333"
"Andhra Pradesh","VIZIANAGARAM","Turmeric","2002-03","Whole Year","63.0","Hectare","338.0","Tonnes","5.365079365079365"
"Andhra Pradesh","VIZIANAGARAM","Turmeric","2003-04","Whole Year","46.0","Hectare","284.0","Tonnes","6.173913043478261"
"Andhra Pradesh","WARANGAL","Turmeric","2001-02","Whole Year","9801.0","Hectare","30609.0","Tonnes","3.123048668503214"
"Andhra Pradesh","WARANGAL","Turmeric","2002-03","Whole Year","8348.0","Hectare","32666.0","Tonnes","3.913033061811212"
"Andhra Pradesh","WARANGAL","Turmeric","2003-04","Whole Year","9399.0","Hectare","47127.0","Tonnes","5.014044047239068"
"Andhra Pradesh","WEST GODAVARI","Turmeric","2001-02","Whole Year","263.0","Hectare","1137.0","Tonnes","4.32319391634981"
"Andhra Pradesh","WEST GODAVARI","Turmeric","2002-03","Whole Year","254.0","Hectare","1362.0","Tonnes","5.362204724409449"
"Andhra Pradesh","WEST GODAVARI","Turmeric","2003-04","Whole Year","219.0","Hectare","1351.0","Tonnes","6.168949771689498"
"Andhra Pradesh","ADILABAD","Urad","2001-02","Kharif","19201.0","Hectare","10657.0","Tonnes","0.5550231758762565"
"Andhra Pradesh","ADILABAD","Urad","2001-02","Rabi","838.0","Hectare","142.0","Tonnes","0.16945107398568018"
"Andhra Pradesh","ADILABAD","Urad","2002-03","Kharif","26552.0","Hectare","15772.0","Tonnes","0.5940042181379934"
"Andhra Pradesh","ADILABAD","Urad","2002-03","Rabi","1370.0","Hectare","316.0","Tonnes","0.23065693430656933"
"Andhra Pradesh","ADILABAD","Urad","2003-04","Kharif","23056.0","Hectare","15586.0","Tonnes","0.6760062456627343"
"Andhra Pradesh","ADILABAD","Urad","2003-04","Rabi","1979.0","Hectare","809.0","Tonnes","0.4087923193532087"
"Andhra Pradesh","ANANTAPUR","Urad","2001-02","Kharif","487.0","Hectare","176.0","Tonnes","0.3613963039014374"
"Andhra Pradesh","ANANTAPUR","Urad","2001-02","Rabi","127.0","Hectare","86.0","Tonnes","0.6771653543307087"
"Andhra Pradesh","ANANTAPUR","Urad","2002-03","Kharif","32.0","Hectare","2.0","Tonnes","0.0625"
"Andhra Pradesh","ANANTAPUR","Urad","2002-03","Rabi","408.0","Hectare","236.0","Tonnes","0.5784313725490197"
"Andhra Pradesh","ANANTAPUR","Urad","2003-04","Kharif","82.0","Hectare","51.0","Tonnes","0.6219512195121951"
"Andhra Pradesh","CHITTOOR","Urad","2001-02","Kharif","141.0","Hectare","51.0","Tonnes","0.3617021276595745"
"Andhra Pradesh","CHITTOOR","Urad","2001-02","Rabi","189.0","Hectare","129.0","Tonnes","0.6825396825396826"
"Andhra Pradesh","CHITTOOR","Urad","2002-03","Kharif","133.0","Hectare","7.0","Tonnes","0.05263157894736842"
"Andhra Pradesh","CHITTOOR","Urad","2002-03","Rabi","260.0","Hectare","151.0","Tonnes","0.5807692307692308"
"Andhra Pradesh","CHITTOOR","Urad","2003-04","Kharif","433.0","Hectare","267.0","Tonnes","0.6166281755196305"
"Andhra Pradesh","CHITTOOR","Urad","2003-04","Rabi","229.0","Hectare","89.0","Tonnes","0.388646288209607"
"Andhra Pradesh","EAST GODAVARI","Urad","2001-02","Kharif","1223.0","Hectare","442.0","Tonnes","0.36140637775960754"
"Andhra Pradesh","EAST GODAVARI","Urad","2001-02","Rabi","62912.0","Hectare","10318.0","Tonnes","0.16400686673448628"
"Andhra Pradesh","EAST GODAVARI","Urad","2002-03","Kharif","3961.0","Hectare","206.0","Tonnes","0.0520070689219894"
"Andhra Pradesh","EAST GODAVARI","Urad","2002-03","Rabi","54441.0","Hectare","3811.0","Tonnes","0.07000238790617365"
"Andhra Pradesh","EAST GODAVARI","Urad","2003-04","Kharif","2134.0","Hectare","1315.0","Tonnes","0.6162136832239925"
"Andhra Pradesh","EAST GODAVARI","Urad","2003-04","Rabi","51066.0","Hectare","17975.0","Tonnes","0.35199545685975014"
